year,origin,destination,gender,migration
2017,北海道,北海道,総数,0
2017,北海道,北海道,男,0
2017,北海道,北海道,女,0
2017,青森県,北海道,総数,2110
2017,青森県,北海道,男,1203
2017,青森県,北海道,女,907
2017,岩手県,北海道,総数,927
2017,岩手県,北海道,男,565
2017,岩手県,北海道,女,362
2017,宮城県,北海道,総数,2177
2017,宮城県,北海道,男,1324
2017,宮城県,北海道,女,853
2017,秋田県,北海道,総数,635
2017,秋田県,北海道,男,351
2017,秋田県,北海道,女,284
2017,山形県,北海道,総数,448
2017,山形県,北海道,男,263
2017,山形県,北海道,女,185
2017,福島県,北海道,総数,819
2017,福島県,北海道,男,565
2017,福島県,北海道,女,254
2017,茨城県,北海道,総数,1051
2017,茨城県,北海道,男,657
2017,茨城県,北海道,女,394
2017,栃木県,北海道,総数,639
2017,栃木県,北海道,男,399
2017,栃木県,北海道,女,240
2017,群馬県,北海道,総数,551
2017,群馬県,北海道,男,369
2017,群馬県,北海道,女,182
2017,埼玉県,北海道,総数,3839
2017,埼玉県,北海道,男,2421
2017,埼玉県,北海道,女,1418
2017,千葉県,北海道,総数,3475
2017,千葉県,北海道,男,2135
2017,千葉県,北海道,女,1340
2017,東京都,北海道,総数,10239
2017,東京都,北海道,男,5987
2017,東京都,北海道,女,4252
2017,神奈川県,北海道,総数,5339
2017,神奈川県,北海道,男,3239
2017,神奈川県,北海道,女,2100
2017,新潟県,北海道,総数,630
2017,新潟県,北海道,男,386
2017,新潟県,北海道,女,244
2017,富山県,北海道,総数,304
2017,富山県,北海道,男,180
2017,富山県,北海道,女,124
2017,石川県,北海道,総数,384
2017,石川県,北海道,男,226
2017,石川県,北海道,女,158
2017,福井県,北海道,総数,134
2017,福井県,北海道,男,78
2017,福井県,北海道,女,56
2017,山梨県,北海道,総数,247
2017,山梨県,北海道,男,152
2017,山梨県,北海道,女,95
2017,長野県,北海道,総数,517
2017,長野県,北海道,男,310
2017,長野県,北海道,女,207
2017,岐阜県,北海道,総数,350
2017,岐阜県,北海道,男,213
2017,岐阜県,北海道,女,137
2017,静岡県,北海道,総数,1200
2017,静岡県,北海道,男,757
2017,静岡県,北海道,女,443
2017,愛知県,北海道,総数,2332
2017,愛知県,北海道,男,1467
2017,愛知県,北海道,女,865
2017,三重県,北海道,総数,388
2017,三重県,北海道,男,224
2017,三重県,北海道,女,164
2017,滋賀県,北海道,総数,339
2017,滋賀県,北海道,男,219
2017,滋賀県,北海道,女,120
2017,京都府,北海道,総数,813
2017,京都府,北海道,男,477
2017,京都府,北海道,女,336
2017,大阪府,北海道,総数,2105
2017,大阪府,北海道,男,1176
2017,大阪府,北海道,女,929
2017,兵庫県,北海道,総数,1180
2017,兵庫県,北海道,男,697
2017,兵庫県,北海道,女,483
2017,奈良県,北海道,総数,289
2017,奈良県,北海道,男,152
2017,奈良県,北海道,女,137
2017,和歌山県,北海道,総数,158
2017,和歌山県,北海道,男,86
2017,和歌山県,北海道,女,72
2017,鳥取県,北海道,総数,114
2017,鳥取県,北海道,男,73
2017,鳥取県,北海道,女,41
2017,島根県,北海道,総数,75
2017,島根県,北海道,男,46
2017,島根県,北海道,女,29
2017,岡山県,北海道,総数,268
2017,岡山県,北海道,男,162
2017,岡山県,北海道,女,106
2017,広島県,北海道,総数,531
2017,広島県,北海道,男,300
2017,広島県,北海道,女,231
2017,山口県,北海道,総数,227
2017,山口県,北海道,男,124
2017,山口県,北海道,女,103
2017,徳島県,北海道,総数,97
2017,徳島県,北海道,男,52
2017,徳島県,北海道,女,45
2017,香川県,北海道,総数,220
2017,香川県,北海道,男,131
2017,香川県,北海道,女,89
2017,愛媛県,北海道,総数,223
2017,愛媛県,北海道,男,126
2017,愛媛県,北海道,女,97
2017,高知県,北海道,総数,112
2017,高知県,北海道,男,71
2017,高知県,北海道,女,41
2017,福岡県,北海道,総数,1228
2017,福岡県,北海道,男,736
2017,福岡県,北海道,女,492
2017,佐賀県,北海道,総数,101
2017,佐賀県,北海道,男,61
2017,佐賀県,北海道,女,40
2017,長崎県,北海道,総数,189
2017,長崎県,北海道,男,114
2017,長崎県,北海道,女,75
2017,熊本県,北海道,総数,304
2017,熊本県,北海道,男,184
2017,熊本県,北海道,女,120
2017,大分県,北海道,総数,145
2017,大分県,北海道,男,75
2017,大分県,北海道,女,70
2017,宮崎県,北海道,総数,191
2017,宮崎県,北海道,男,115
2017,宮崎県,北海道,女,76
2017,鹿児島県,北海道,総数,286
2017,鹿児島県,北海道,男,155
2017,鹿児島県,北海道,女,131
2017,沖縄県,北海道,総数,631
2017,沖縄県,北海道,男,331
2017,沖縄県,北海道,女,300
2017,北海道,青森県,総数,1692
2017,北海道,青森県,男,981
2017,北海道,青森県,女,711
2017,青森県,青森県,総数,0
2017,青森県,青森県,男,0
2017,青森県,青森県,女,0
2017,岩手県,青森県,総数,1898
2017,岩手県,青森県,男,1085
2017,岩手県,青森県,女,813
2017,宮城県,青森県,総数,2214
2017,宮城県,青森県,男,1321
2017,宮城県,青森県,女,893
2017,秋田県,青森県,総数,916
2017,秋田県,青森県,男,507
2017,秋田県,青森県,女,409
2017,山形県,青森県,総数,303
2017,山形県,青森県,男,173
2017,山形県,青森県,女,130
2017,福島県,青森県,総数,469
2017,福島県,青森県,男,310
2017,福島県,青森県,女,159
2017,茨城県,青森県,総数,334
2017,茨城県,青森県,男,195
2017,茨城県,青森県,女,139
2017,栃木県,青森県,総数,202
2017,栃木県,青森県,男,126
2017,栃木県,青森県,女,76
2017,群馬県,青森県,総数,157
2017,群馬県,青森県,男,97
2017,群馬県,青森県,女,60
2017,埼玉県,青森県,総数,1173
2017,埼玉県,青森県,男,728
2017,埼玉県,青森県,女,445
2017,千葉県,青森県,総数,877
2017,千葉県,青森県,男,534
2017,千葉県,青森県,女,343
2017,東京都,青森県,総数,2576
2017,東京都,青森県,男,1451
2017,東京都,青森県,女,1125
2017,神奈川県,青森県,総数,1747
2017,神奈川県,青森県,男,1097
2017,神奈川県,青森県,女,650
2017,新潟県,青森県,総数,171
2017,新潟県,青森県,男,110
2017,新潟県,青森県,女,61
2017,富山県,青森県,総数,39
2017,富山県,青森県,男,25
2017,富山県,青森県,女,14
2017,石川県,青森県,総数,80
2017,石川県,青森県,男,48
2017,石川県,青森県,女,32
2017,福井県,青森県,総数,34
2017,福井県,青森県,男,26
2017,福井県,青森県,女,8
2017,山梨県,青森県,総数,37
2017,山梨県,青森県,男,23
2017,山梨県,青森県,女,14
2017,長野県,青森県,総数,74
2017,長野県,青森県,男,48
2017,長野県,青森県,女,26
2017,岐阜県,青森県,総数,122
2017,岐阜県,青森県,男,73
2017,岐阜県,青森県,女,49
2017,静岡県,青森県,総数,293
2017,静岡県,青森県,男,188
2017,静岡県,青森県,女,105
2017,愛知県,青森県,総数,357
2017,愛知県,青森県,男,239
2017,愛知県,青森県,女,118
2017,三重県,青森県,総数,71
2017,三重県,青森県,男,45
2017,三重県,青森県,女,26
2017,滋賀県,青森県,総数,44
2017,滋賀県,青森県,男,20
2017,滋賀県,青森県,女,24
2017,京都府,青森県,総数,169
2017,京都府,青森県,男,121
2017,京都府,青森県,女,48
2017,大阪府,青森県,総数,202
2017,大阪府,青森県,男,115
2017,大阪府,青森県,女,87
2017,兵庫県,青森県,総数,125
2017,兵庫県,青森県,男,67
