year,origin,destination,gender,migration
2012,北海道,北海道,総数,0
2012,北海道,北海道,男,0
2012,北海道,北海道,女,0
2012,青森県,北海道,総数,1984
2012,青森県,北海道,男,1123
2012,青森県,北海道,女,861
2012,岩手県,北海道,総数,816
2012,岩手県,北海道,男,473
2012,岩手県,北海道,女,343
2012,宮城県,北海道,総数,2096
2012,宮城県,北海道,男,1211
2012,宮城県,北海道,女,885
2012,秋田県,北海道,総数,632
2012,秋田県,北海道,男,341
2012,秋田県,北海道,女,291
2012,山形県,北海道,総数,459
2012,山形県,北海道,男,262
2012,山形県,北海道,女,197
2012,福島県,北海道,総数,861
2012,福島県,北海道,男,462
2012,福島県,北海道,女,399
2012,茨城県,北海道,総数,1194
2012,茨城県,北海道,男,730
2012,茨城県,北海道,女,464
2012,栃木県,北海道,総数,695
2012,栃木県,北海道,男,412
2012,栃木県,北海道,女,283
2012,群馬県,北海道,総数,570
2012,群馬県,北海道,男,340
2012,群馬県,北海道,女,230
2012,埼玉県,北海道,総数,3762
2012,埼玉県,北海道,男,2275
2012,埼玉県,北海道,女,1487
2012,千葉県,北海道,総数,3889
2012,千葉県,北海道,男,2310
2012,千葉県,北海道,女,1579
2012,東京都,北海道,総数,11016
2012,東京都,北海道,男,6343
2012,東京都,北海道,女,4673
2012,神奈川県,北海道,総数,5442
2012,神奈川県,北海道,男,3223
2012,神奈川県,北海道,女,2219
2012,新潟県,北海道,総数,718
2012,新潟県,北海道,男,407
2012,新潟県,北海道,女,311
2012,富山県,北海道,総数,304
2012,富山県,北海道,男,171
2012,富山県,北海道,女,133
2012,石川県,北海道,総数,333
2012,石川県,北海道,男,202
2012,石川県,北海道,女,131
2012,福井県,北海道,総数,171
2012,福井県,北海道,男,112
2012,福井県,北海道,女,59
2012,山梨県,北海道,総数,239
2012,山梨県,北海道,男,132
2012,山梨県,北海道,女,107
2012,長野県,北海道,総数,538
2012,長野県,北海道,男,318
2012,長野県,北海道,女,220
2012,岐阜県,北海道,総数,342
2012,岐阜県,北海道,男,202
2012,岐阜県,北海道,女,140
2012,静岡県,北海道,総数,1387
2012,静岡県,北海道,男,856
2012,静岡県,北海道,女,531
2012,愛知県,北海道,総数,2511
2012,愛知県,北海道,男,1581
2012,愛知県,北海道,女,930
2012,三重県,北海道,総数,343
2012,三重県,北海道,男,218
2012,三重県,北海道,女,125
2012,滋賀県,北海道,総数,322
2012,滋賀県,北海道,男,209
2012,滋賀県,北海道,女,113
2012,京都府,北海道,総数,699
2012,京都府,北海道,男,421
2012,京都府,北海道,女,278
2012,大阪府,北海道,総数,1987
2012,大阪府,北海道,男,1122
2012,大阪府,北海道,女,865
2012,兵庫県,北海道,総数,1147
2012,兵庫県,北海道,男,644
2012,兵庫県,北海道,女,503
2012,奈良県,北海道,総数,285
2012,奈良県,北海道,男,163
2012,奈良県,北海道,女,122
2012,和歌山県,北海道,総数,112
2012,和歌山県,北海道,男,70
2012,和歌山県,北海道,女,42
2012,鳥取県,北海道,総数,95
2012,鳥取県,北海道,男,58
2012,鳥取県,北海道,女,37
2012,島根県,北海道,総数,81
2012,島根県,北海道,男,42
2012,島根県,北海道,女,39
2012,岡山県,北海道,総数,290
2012,岡山県,北海道,男,168
2012,岡山県,北海道,女,122
2012,広島県,北海道,総数,489
2012,広島県,北海道,男,271
2012,広島県,北海道,女,218
2012,山口県,北海道,総数,171
2012,山口県,北海道,男,103
2012,山口県,北海道,女,68
2012,徳島県,北海道,総数,114
2012,徳島県,北海道,男,66
2012,徳島県,北海道,女,48
2012,香川県,北海道,総数,185
2012,香川県,北海道,男,108
2012,香川県,北海道,女,77
2012,愛媛県,北海道,総数,176
2012,愛媛県,北海道,男,105
2012,愛媛県,北海道,女,71
2012,高知県,北海道,総数,79
2012,高知県,北海道,男,45
2012,高知県,北海道,女,34
2012,福岡県,北海道,総数,1153
2012,福岡県,北海道,男,708
2012,福岡県,北海道,女,445
2012,佐賀県,北海道,総数,123
2012,佐賀県,北海道,男,69
2012,佐賀県,北海道,女,54
2012,長崎県,北海道,総数,140
2012,長崎県,北海道,男,76
2012,長崎県,北海道,女,64
2012,熊本県,北海道,総数,265
2012,熊本県,北海道,男,136
2012,熊本県,北海道,女,129
2012,大分県,北海道,総数,145
2012,大分県,北海道,男,86
2012,大分県,北海道,女,59
2012,宮崎県,北海道,総数,195
2012,宮崎県,北海道,男,114
2012,宮崎県,北海道,女,81
2012,鹿児島県,北海道,総数,239
2012,鹿児島県,北海道,男,118
2012,鹿児島県,北海道,女,121
2012,沖縄県,北海道,総数,573
2012,沖縄県,北海道,男,290
2012,沖縄県,北海道,女,283
2012,北海道,青森県,総数,1705
2012,北海道,青森県,男,1032
2012,北海道,青森県,女,673
2012,青森県,青森県,総数,0
2012,青森県,青森県,男,0
2012,青森県,青森県,女,0
2012,岩手県,青森県,総数,1953
2012,岩手県,青森県,男,1013
2012,岩手県,青森県,女,940
2012,宮城県,青森県,総数,2248
2012,宮城県,青森県,男,1313
2012,宮城県,青森県,女,935
2012,秋田県,青森県,総数,1001
2012,秋田県,青森県,男,563
2012,秋田県,青森県,女,438
2012,山形県,青森県,総数,405
2012,山形県,青森県,男,242
2012,山形県,青森県,女,163
2012,福島県,青森県,総数,595
2012,福島県,青森県,男,337
2012,福島県,青森県,女,258
2012,茨城県,青森県,総数,346
2012,茨城県,青森県,男,208
2012,茨城県,青森県,女,138
2012,栃木県,青森県,総数,235
2012,栃木県,青森県,男,153
2012,栃木県,青森県,女,82
2012,群馬県,青森県,総数,193
2012,群馬県,青森県,男,118
2012,群馬県,青森県,女,75
2012,埼玉県,青森県,総数,1269
2012,埼玉県,青森県,男,809
2012,埼玉県,青森県,女,460
2012,千葉県,青森県,総数,1162
2012,千葉県,青森県,男,719
2012,千葉県,青森県,女,443
2012,東京都,青森県,総数,2929
2012,東京都,青森県,男,1685
2012,東京都,青森県,女,1244
2012,神奈川県,青森県,総数,1974
2012,神奈川県,青森県,男,1267
2012,神奈川県,青森県,女,707
2012,新潟県,青森県,総数,198
2012,新潟県,青森県,男,116
2012,新潟県,青森県,女,82
2012,富山県,青森県,総数,60
2012,富山県,青森県,男,35
2012,富山県,青森県,女,25
2012,石川県,青森県,総数,70
2012,石川県,青森県,男,41
2012,石川県,青森県,女,29
2012,福井県,青森県,総数,66
2012,福井県,青森県,男,36
2012,福井県,青森県,女,30
2012,山梨県,青森県,総数,41
2012,山梨県,青森県,男,28
2012,山梨県,青森県,女,13
2012,長野県,青森県,総数,157
2012,長野県,青森県,男,92
2012,長野県,青森県,女,65
2012,岐阜県,青森県,総数,89
2012,岐阜県,青森県,男,50
2012,岐阜県,青森県,女,39
2012,静岡県,青森県,総数,394
2012,静岡県,青森県,男,245
2012,静岡県,青森県,女,149
2012,愛知県,青森県,総数,448
2012,愛知県,青森県,男,290
2012,愛知県,青森県,女,158
2012,三重県,青森県,総数,70
2012,三重県,青森県,男,46
2012,三重県,青森県,女,24
2012,滋賀県,青森県,総数,39
2012,滋賀県,青森県,男,20
2012,滋賀県,青森県,女,19
2012,京都府,青森県,総数,167
2012,京都府,青森県,男,112
2012,京都府,青森県,女,55
2012,大阪府,青森県,総数,224
2012,大阪府,青森県,男,131
2012,大阪府,青森県,女,93
2012,兵庫県,青森県,総数,140
2012,兵庫県,青森県,男,87
2012,兵庫県,青森県,女,53
2012,奈良県,青森県,総数,60
2012,奈良県,青森県,男,35
2012,奈良県,青森県,女,25
2012,和歌山県,青森県,総数,25
2012,和歌山県,青森県,男,14
2012,和歌山県,青森県,女,11
2012,鳥取県,青森県,総数,39
2012,鳥取県,青森県,男,21
2012,鳥取県,青森県,女,18
2012,島根県,青森県,総数,21
2012,島根県,青森県,男,10
2012,島根県,青森県,女,11
2012,岡山県,青森県,総数,36
2012,岡山県,青森県,男,23
2012,岡山県,青森県,女,13
2012,広島県,青森県,総数,181
2012,広島県,青森県,男,119
2012,広島県,青森県,女,62
2012,山口県,青森県,総数,66
2012,山口県,青森県,男,37
2012,山口県,青森県,女,29
2012,徳島県,青森県,総数,28
2012,徳島県,青森県,男,23
2012,徳島県,青森県,女,5
2012,香川県,青森県,総数,18
2012,香川県,青森県,男,10
2012,香川県,青森県,女,8
2012,愛媛県,青森県,総数,16
2012,愛媛県,青森県,男,9
2012,愛媛県,青森県,女,7
2012,高知県,青森県,総数,20
2012,高知県,青森県,男,11
2012,高知県,青森県,女,9
2012,福岡県,青森県,総数,184
2012,福岡県,青森県,男,117
2012,福岡県,青森県,女,67
2012,佐賀県,青森県,総数,29
2012,佐賀県,青森県,男,16
2012,佐賀県,青森県,女,13
2012,長崎県,青森県,総数,81
2012,長崎県,青森県,男,46
2012,長崎県,青森県,女,35
2012,熊本県,青森県,総数,35
2012,熊本県,青森県,男,20
2012,熊本県,青森県,女,15
2012,大分県,青森県,総数,30
2012,大分県,青森県,男,16
2012,大分県,青森県,女,14
2012,宮崎県,青森県,総数,39
2012,宮崎県,青森県,男,21
2012,宮崎県,青森県,女,18
2012,鹿児島県,青森県,総数,71
2012,鹿児島県,青森県,男,45
2012,鹿児島県,青森県,女,26
2012,沖縄県,青森県,総数,148
2012,沖縄県,青森県,男,73
2012,沖縄県,青森県,女,75
2012,北海道,岩手県,総数,1011
2012,北海道,岩手県,男,630
2012,北海道,岩手県,女,381
2012,青森県,岩手県,総数,2125
2012,青森県,岩手県,男,1150
2012,青森県,岩手県,女,975
2012,岩手県,岩手県,総数,0
2012,岩手県,岩手県,男,0
2012,岩手県,岩手県,女,0
2012,宮城県,岩手県,総数,3876
2012,宮城県,岩手県,男,2168
2012,宮城県,岩手県,女,1708
2012,秋田県,岩手県,総数,1200
2012,秋田県,岩手県,男,676
2012,秋田県,岩手県,女,524
2012,山形県,岩手県,総数,442
2012,山形県,岩手県,男,239
2012,山形県,岩手県,女,203
2012,福島県,岩手県,総数,792
2012,福島県,岩手県,男,459
2012,福島県,岩手県,女,333
2012,茨城県,岩手県,総数,302
2012,茨城県,岩手県,男,164
2012,茨城県,岩手県,女,138
2012,栃木県,岩手県,総数,277
2012,栃木県,岩手県,男,153
2012,栃木県,岩手県,女,124
2012,群馬県,岩手県,総数,178
2012,群馬県,岩手県,男,109
2012,群馬県,岩手県,女,69
2012,埼玉県,岩手県,総数,1049
2012,埼玉県,岩手県,男,631
2012,埼玉県,岩手県,女,418
2012,千葉県,岩手県,総数,986
2012,千葉県,岩手県,男,580
2012,千葉県,岩手県,女,406
2012,東京都,岩手県,総数,2808
2012,東京都,岩手県,男,1586
2012,東京都,岩手県,女,1222
2012,神奈川県,岩手県,総数,1443
2012,神奈川県,岩手県,男,890
2012,神奈川県,岩手県,女,553
2012,新潟県,岩手県,総数,201
2012,新潟県,岩手県,男,118
2012,新潟県,岩手県,女,83
2012,富山県,岩手県,総数,66
2012,富山県,岩手県,男,38
2012,富山県,岩手県,女,28
2012,石川県,岩手県,総数,61
2012,石川県,岩手県,男,36
2012,石川県,岩手県,女,25
2012,福井県,岩手県,総数,18
2012,福井県,岩手県,男,15
2012,福井県,岩手県,女,3
2012,山梨県,岩手県,総数,80
2012,山梨県,岩手県,男,49
2012,山梨県,岩手県,女,31
2012,長野県,岩手県,総数,192
